Cust_No,avg_order_size,avg_order_freq,crossbuy,multichannel,per_sale,tenure,return_rate,married,own_home,household_size,loyalty_card,income,age,avg_mktg_cnt,zip_code
619,40.95625,4.363636364,7,2,0.564516129,40,0.210247215,1,1,2,0,170,67,6.675,21229
620,35.45517241,1.611111111,1,3,0.043478261,10,0.031608637,1,1,3,1,105,55,8.3,8753
621,9.8,0.185185185,1,1,0,22,0,1,1,6,0,85,21,2.727272727,8043
622,25.834375,1.6,4,2,0.066666667,16,0.07136809,1,0,2,1,155,21,4.75,22204
623,169,0.5,1,1,0,1,0,1,0,1,0,35,75,8,19446
624,42,0.666666667,5,1,0,4,0,0,0,1,1,75,21,32.5,8033
625,20.42857143,0.368421053,3,1,0,6,0,0,1,5,0,35,40,17,21136
626,20.13333333,1.363636364,3,1,0,12,0.586092715,0,1,6,0,35,21,8.916666667,19446
627,25,1.5,1,1,0,2,0,0,1,1,0,40,34,6.5,20170
628,57,0.130434783,1,1,0,8,0.730994152,0,0,3,1,95,65,8.5,22302
629,95,0.125,1,1,0,8,0,1,1,2,0,95,55,4.375,20906
630,33.5,0.096774194,2,1,0,27,0,1,0,4,1,85,32,4.666666667,19087
631,21,0.076923077,1,1,0,3,0,0,1,5,1,35,21,23,8701
632,528.25,0.363636364,1,1,0,2,0,0,1,2,1,35,71,62,20816
633,50,0.25,2,1,0,16,0,0,0,3,1,35,21,4.5,23229
634,24.5,0.055555556,1,1,0,8,0,0,1,8,1,35,72,3.25,22015
635,36.75,0.105263158,1,1,0,17,0,1,0,1,1,35,21,2.882352941,22039
636,19.41578947,0.826086957,3,1,0.25,40,0.612496612,1,0,4,0,35,53,3.55,22201
637,44.16666667,0.5625,3,2,0,1,0,1,0,1,0,95,21,136,20171
638,23.07142857,2,2,1,0.428571429,31,0.885448916,0,1,7,1,55,62,2.838709677,21146
639,60,0.142857143,1,1,0,3,0,0,0,1,1,35,21,9.333333333,8050
640,8,0.6,1,1,0,3,0,1,0,3,1,110,86,7.333333333,19006
641,37.94444444,0.692307692,2,1,0,9,0,1,0,1,0,35,54,10.77777778,22315
642,60,0.166666667,1,1,0,6,0,0,0,6,0,170,29,5.166666667,22066
643,41.92857143,0.368421053,3,2,0,10,0,0,0,3,0,35,21,17.1,22304
644,31.76666667,1.071428571,3,1,0,1,0,1,1,5,1,45,21,162,8065
645,27,0.5,1,1,0,2,0,0,1,8,1,80,84,6.5,8003
646,13.25,0.375,1,1,0,2,0,0,1,1,0,35,21,10,21401
647,3.777777778,4.5,1,1,0,2,1.147058824,0,1,1,1,70,42,7.5,8332
648,101,1,2,2,0,4,0,0,0,1,0,35,21,9,21234
649,33.54607843,2.125,4,2,0.239130435,40,0.027150247,1,1,4,0,85,21,9.65,8060
650,38.25,0.235294118,3,1,0,4,0,1,0,2,1,120,37,25.75,19046
651,55.9,1.523809524,3,2,0.260869565,40,0,1,0,4,1,45,21,4.8,20181
652,47.78,2.5,3,2,0.4,7,0,0,0,5,1,35,53,1.142857143,20904
653,33.97368421,3.166666667,1,2,0,2,0,1,1,6,0,60,77,35.5,21403
654,30.35147059,1.47826087,4,2,0.6,40,0.019332332,1,1,1,0,130,21,3.175,19130
655,93.22,7,4,2,0.037037037,3,0.029423484,0,0,1,1,60,21,28,8108
656,29.19642857,5.6,4,2,0,6,0.362079511,0,1,1,1,35,21,14.83333333,8022
657,43.49111111,7.5,5,3,0.027027027,4,0.060293291,0,0,1,0,40,54,50.5,8108
658,56,0.05,1,1,0,9,0,1,0,1,1,80,21,4.777777778,22015
659,22.55263158,1,2,1,0,17,0,1,1,2,1,35,77,3.764705882,20744
660,29.66666667,0.176470588,1,1,0,8,0,0,1,1,1,35,37,0.5,20814
661,22.29411765,1.307692308,3,3,0.076923077,13,0,0,1,1,0,60,48,6.230769231,20165
662,50.35714286,0.291666667,3,1,0,21,0,1,0,2,1,65,21,5.714285714,21212
663,54.8125,3.555555556,5,2,0,2,0.454960091,0,0,3,1,140,32,157,20148
664,56.975,0.117647059,2,1,0.5,40,0,1,0,1,1,115,55,1.6,20169
665,12.33,0.625,4,1,0,9,1.175723168,0,1,1,0,35,21,13.33333333,22207
666,28.84230769,0.541666667,3,2,0,6,0.096012802,0,0,3,0,35,22,13,22308
667,18.33333333,0.428571429,1,1,0,3,0,0,1,7,0,40,95,10.66666667,23233
668,30.10930233,3.071428571,5,3,0,15,0.089982235,0,0,5,1,165,21,13.33333333,21044
669,33.8027027,2.846153846,5,3,0,25,0.161909331,1,1,1,0,55,30,17.24,20816
670,49.5,0.052631579,1,1,0,7,0,0,0,1,0,35,21,5.428571429,20906
671,18.13846154,2.785714286,4,2,0.291666667,11,0.465238903,1,1,1,1,70,21,3.272727273,21228
672,23.565,0.454545455,3,2,0.888888889,40,0.250371313,1,0,3,1,105,40,2.025,23185
673,31.82971698,4.076923077,5,2,0.189873418,3,0.084752293,0,1,7,0,35,33,138.3333333,21146
674,70.9,0.714285714,3,1,0,8,0,0,0,3,1,75,60,7.125,19046
675,39.94090909,4.4,6,2,0,7,0.312393308,1,0,1,1,50,21,21,21044
676,199,0.25,1,1,0,4,0,0,0,1,1,115,21,5.75,20705
677,52.1,0.217391304,3,1,0,11,0,0,0,1,0,75,70,5.909090909,21401
678,22.68111111,8.181818182,6,3,0.03125,25,0.394454514,1,0,1,0,175,88,15.28,22033
679,31.625,1.6,2,2,0,4,0.434782609,0,1,8,1,125,51,17.25,21114
680,26,0.083333333,1,1,0,9,0,1,1,1,1,35,21,4.111111111,8402
681,24.97826087,1.769230769,3,1,0,4,0.056570931,1,1,8,1,35,97,40,22601
682,64,0.333333333,1,1,0,3,0,0,1,6,1,35,66,6.333333333,20151
683,15.40833333,2.666666667,3,2,0.444444444,35,0.562466198,1,0,3,1,50,59,1.714285714,20136
684,23.30746269,5.153846154,5,3,0.098039216,15,0.140240779,0,1,1,0,115,21,16.13333333,20816
685,40.884375,2.285714286,4,3,0.027777778,24,0.14522663,1,0,5,1,110,21,7.416666667,19004
686,24.25,0.235294118,1,1,0,18,1,1,1,6,1,35,24,4.222222222,8520
687,17.303125,1.066666667,3,2,0.5,40,0.530612245,1,1,1,0,165,29,3.225,7726
688,39.81052632,1,3,2,0.25,36,0.497752512,1,0,2,1,90,21,1.527777778,22039
689,13.875,0.888888889,1,2,0,8,0,0,1,5,1,55,23,2.75,20817
690,45.27777778,1.285714286,5,2,0,6,0.231901841,0,0,3,0,95,21,54.66666667,8648
691,8.5,0.266666667,1,1,0,12,0.5,0,1,1,1,50,34,2.333333333,22041
692,47.8,1,4,2,0,2,0,1,1,1,1,35,47,81,20854
693,32.43064516,1.722222222,4,1,0,11,0,0,1,1,1,75,81,24.27272727,21286
694,28.94324324,2.055555556,4,1,0.08,14,0.363666075,0,1,1,0,70,21,20.78571429,22306
695,36.66666667,0.5,3,2,0,12,0,0,0,1,0,40,21,8.916666667,8330
696,31.1,0.416666667,1,2,0,7,0,1,1,8,1,35,23,9.285714286,23229
697,48.5,1.2,1,2,0,5,0.082474227,1,1,1,1,105,47,9.4,19149
698,27.41744186,4.3,6,2,0.086206897,2,0.275244921,1,1,5,0,145,21,194.5,19027
699,18.18333333,1.111111111,2,2,0,14,0.318056829,0,0,1,0,85,89,2.714285714,21146
700,31.2075,1.176470588,3,2,0.214285714,30,0,1,0,2,1,125,26,1.633333333,19006
701,27.46888889,11.25,7,2,0.147928994,40,0.239422377,1,0,7,0,70,30,13.05,24060
702,7.5,0.105263158,1,1,0,13,0,0,1,1,1,35,73,1.615384615,21136
703,28.38888889,0.692307692,2,2,0,9,0,0,1,6,0,95,47,8.888888889,8026
704,39,0.318181818,2,1,0,21,0.432234432,0,1,2,0,110,46,6.761904762,8402
705,35.72564103,1.95,5,3,0.117647059,29,0.042345511,1,0,6,1,130,65,9.551724138,21090
706,50.30769231,1,3,3,0.230769231,11,0,0,0,1,1,145,21,12.63636364,21054
707,69,0.083333333,1,1,0,3,0,1,0,1,1,105,21,3.333333333,22151
708,99.475,1,1,1,0.5,8,0,0,0,1,1,70,21,1.25,22193
709,23.27857143,1,2,1,0.6,40,0.218881047,1,1,1,1,35,76,3.25,20782
710,34.56666667,0.789473684,5,2,0.071428571,9,0.133076181,0,1,3,0,65,21,20.22222222,19446
711,23.45420168,19.83333333,6,2,0.112676056,4,0.344565665,0,1,4,1,150,24,13,22207
712,37.85945946,3.083333333,3,2,0.115384615,7,0.116719018,0,1,1,0,40,27,30,22311
713,56.35869565,2.875,4,1,0,11,0.346769528,0,0,6,1,35,68,30.18181818,19087
714,35.95510204,2.041666667,1,1,0.025,6,0.02156885,0,1,1,1,130,34,14.33333333,19149
715,37.79076923,10.83333333,5,1,0.127272727,8,0,0,0,5,0,110,48,33.375,21401
716,23.5,0.222222222,1,1,0,13,0,1,1,5,1,35,21,1.538461538,22209
717,26.49,0.833333333,1,1,0.777777778,40,0.143450359,1,0,2,0,135,21,4.975,22407
718,16.5,1.5,1,2,0,3,0,1,1,5,1,35,37,5.666666667,20169
719,42,0.294117647,1,1,0,7,0,0,0,3,0,75,21,12.42857143,20186
720,49.27272727,0.916666667,3,2,0,17,0.366236162,0,0,4,0,120,21,9.941176471,22203
721,14.66666667,3,1,1,0,1,0,1,1,8,0,35,34,4,22304
722,31.31027397,3.476190476,5,1,0.038461539,12,0.222146873,0,1,8,1,35,56,36,8550
723,9.8,5,1,1,0,2,0,1,1,2,0,35,85,0.5,21093
724,36.35333333,3.461538462,3,1,0.170731707,19,0.04829146,0,0,2,1,35,21,16.84210526,19002
725,16,0.08,1,1,0,10,0,0,1,6,1,50,29,11.6,20854
726,17.25,0.444444444,1,1,0,5,0,0,1,3,1,35,21,4.6,8691
727,32,0.541666667,2,1,0,8,0.173076923,1,1,1,1,80,21,15.25,8031
728,25.44444444,0.620689655,5,2,0.083333333,27,0.192139738,0,1,1,1,35,30,8.185185185,19087
729,38.125,0.235294118,1,1,0,2,0,0,0,5,0,35,56,33.5,19010
730,30.6,0.625,1,2,0,5,0,0,1,8,0,75,74,10,21136
731,32.0962963,2.842105263,5,2,0.023809524,11,0.097507501,1,1,1,1,125,25,22.72727273,22003
732,44,0.25,2,1,0,3,0,0,0,2,1,170,70,10.33333333,8534
733,40,0.545454546,2,1,0.333333333,22,0,1,0,1,1,50,75,1.5,8021
734,28,0.045454546,1,1,0,6,0,1,0,5,1,130,60,5.666666667,22304
735,41.44655172,1.318181818,4,2,0.230769231,40,0.013311702,1,0,1,1,35,21,5.375,19010
736,18.25,0.235294118,1,1,0,17,0.671232877,1,1,3,0,35,26,3.176470588,22314
737,37.22222222,0.391304348,3,2,0,12,0,0,1,1,0,95,24,9.333333333,20853
738,45,0.125,1,1,0,2,0,1,1,1,0,40,21,11,8540
739,24.44702381,5.25,7,2,0.590909091,20,0.298677899,0,1,1,1,35,46,19.4,8648
740,35.78333333,2.142857143,2,3,0.5,6,0.055798789,1,1,1,0,35,26,14.5,22026
741,32,0.095238095,1,1,0,6,0,0,1,1,1,85,87,6.333333333,21093
742,39.25,0.333333333,1,1,0,1,0,1,1,3,0,35,21,26,8094
743,28.46818182,1.375,3,3,0.25,18,0.634679866,0,0,1,0,40,81,1.611111111,20194
744,9.857142857,0.636363636,1,1,1,40,1,1,1,1,1,65,21,1.45,8753
745,6.725,0.4,1,2,0.5,23,0,0,1,1,0,60,45,1.173913043,21015
746,24.53333333,0.9375,3,2,0,5,0.369565217,0,1,1,0,35,61,9,20866
747,10,0.090909091,1,1,0,6,0,1,1,8,0,100,21,7.5,20833
748,38.58333333,0.375,2,2,0,15,0.228941685,1,0,1,1,35,21,3.733333333,21286
749,37.77272727,0.578947368,2,1,0,3,0.036101083,0,1,2,1,35,21,2.333333333,21044
750,41.71428571,1.75,1,1,0,3,0,0,0,3,1,130,21,11,20176
751,24.89285714,0.823529412,2,2,0,17,0.282639885,1,1,1,1,100,28,4.941176471,19083
752,35.20714286,0.7,4,2,0.071428571,10,0,0,1,2,1,35,47,9.8,19002
753,60.3,1.166666667,4,2,0.3,14,0.09002606,0,0,1,0,160,77,4.142857143,21204
754,91.55,1.25,5,2,0.291666667,40,0.174330967,0,0,1,1,160,84,6.5,20194
755,19.75,1.2,1,2,0,6,0,0,1,8,0,35,63,7,21136
756,36,0.041666667,1,1,0,9,0,1,1,1,1,35,44,3.666666667,8055
757,19.26923077,0.722222222,4,1,0,12,0.251497006,0,1,1,0,175,21,15.91666667,21014
758,38.79117647,1.416666667,5,3,0.375,4,0.104632648,1,1,4,0,35,52,43.5,22630
759,23.25512821,4.333333333,4,2,0.071428571,7,0.08159215,0,1,1,1,100,53,25.85714286,21286
760,33,0.294117647,2,2,0,10,0,1,1,5,0,35,21,2.6,20191
761,26.82758621,3.625,4,3,0.097560976,14,0.12596401,0,0,8,1,35,54,23.14285714,21771
762,37,0.25,1,1,0,6,1,0,0,1,1,35,50,3.833333333,8757
763,26.23,0.9375,3,2,0,2,0.203329521,1,0,2,1,35,28,97.5,8054
764,39.5,3.75,2,2,0,3,0,1,0,2,0,110,59,26.33333333,7728
765,27.20769231,0.722222222,2,1,0.545454546,40,0.09867119,1,0,7,1,125,44,4.475,8724
766,367,0.333333333,2,1,0.5,32,0,0,0,2,1,40,21,3.875,8055
767,16.6,5,1,1,0,2,0,0,1,8,1,35,85,0.5,20815
768,46.5,0.266666667,2,1,0.333333333,40,0.188172043,1,0,1,0,160,84,2.05,21014
769,37,0.1,1,1,0,11,0,0,0,2,0,145,38,1.727272727,22015
770,29.5,0.333333333,2,2,0,3,0,0,1,1,0,105,97,9.666666667,8054
771,36.25,0.666666667,1,2,0,7,0,1,0,4,0,125,21,8.142857143,20817
772,34.4530303,1.65,6,3,0.034482759,12,0,0,1,8,1,35,21,21.66666667,19114
773,28.79315069,3.041666667,5,2,0.088888889,31,0.511156573,1,1,1,1,90,22,11.96774194,8223
774,9.666666667,0.3,1,1,0,1,0,0,0,1,1,35,21,51,8234
775,82.83333333,1.090909091,3,2,0,4,0.521126761,0,1,2,1,165,28,34.75,23229
776,28.7,1.111111111,4,3,0,10,0.322299652,1,1,1,1,35,21,24.6,20155
777,21.25,0.333333333,2,2,0,9,0,0,1,1,1,40,21,6.111111111,21401
778,9.833333333,0.333333333,1,1,0,2,0,0,1,1,1,35,47,17,8005
779,49.5,0.5,1,1,0,3,0,1,0,4,1,90,21,3.666666667,19149
780,42.85714286,0.5,3,2,0,7,0,0,0,6,1,35,21,13.14285714,22203
781,43.32352941,1.214285714,3,2,0,11,0,0,1,4,1,35,37,16.36363636,20882
782,41.40231707,9.111111111,6,3,0.103448276,28,0.124146168,1,0,1,0,175,22,15.67857143,22046
783,28.15253165,4.9375,7,1,0.652173913,40,0.044940536,1,0,6,1,50,21,8.9,7728
784,32.8,0.238095238,1,1,0,2,0.219512195,0,1,7,0,60,85,33,20024
785,22.03345588,10.88,6,3,0.038961039,15,0.441232417,1,0,1,1,55,79,34.6,19053
786,64.5,0.066666667,1,1,0,12,0,1,0,6,1,35,21,2.083333333,19002
787,34.45454546,3.666666667,3,1,0,3,0,0,1,1,0,35,21,16,21228
788,13,0.2,1,1,0,4,0,0,1,1,1,35,29,2,21093
789,24.195,1.25,3,2,0.25,14,0,0,1,1,0,35,25,4.357142857,22181
790,27.975,0.117647059,1,1,0.5,16,0,1,1,8,1,35,35,7.9375,21012
791,45,0.058823529,1,1,0,10,0,0,0,4,0,100,79,2.8,22302
792,29.5,0.5,1,1,0,1,0,0,1,1,1,115,79,8,20905
793,19.41666667,1.3125,2,1,0,8,0,0,1,1,0,150,52,19.5,8225
794,25.7,3.25,3,3,0.238095238,8,0.088296917,0,1,4,1,35,80,19.75,8088
795,34,0.625,1,1,0,7,0.5,1,1,1,0,85,58,3.428571429,8089
796,45.84285714,0.7,2,2,0.5,14,0.299158616,0,0,1,1,35,21,7.428571429,20906
797,31.49166667,3,4,2,0.025641026,11,0.16671077,0,1,8,1,35,82,29.63636364,18940
798,55,0.333333333,1,1,0,4,0,0,0,2,0,170,21,5.5,19446
799,104,0.181818182,2,2,0,4,0,0,1,6,1,35,93,11.75,20904
800,25.34633333,1.25,3,2,0.038461539,13,0.137429477,0,1,8,1,35,70,20,22015
801,25.3826087,2.3,3,3,0,7,0,0,1,1,1,35,84,19.42857143,22209
802,17.84423077,1.3,1,1,0.083333333,21,0.161655351,0,1,1,1,150,50,0.238095238,22308
803,49.5,1,1,1,0,1,0,0,1,2,1,35,44,2,21401
804,63.4,1.111111111,3,2,0,9,0,0,0,2,1,35,28,10.77777778,20879
805,49,0.5,2,1,0,2,0,0,0,4,1,95,44,17,21212
806,22,0.333333333,1,1,0,7,1,0,0,3,1,105,70,3.857142857,20854
807,65.05555556,0.9,3,1,0,2,0,0,0,3,1,35,75,51.5,19083
808,37,0.086956522,2,2,0,5,0,0,0,2,1,35,21,16.6,22066
809,25.6,1.62962963,6,3,0.5,40,0.148259943,1,0,1,1,120,24,3.425,22003
810,109,0.2,1,1,0,3,0,1,1,1,1,130,23,9,19083
811,34.875,0.5,2,1,0,7,0,1,1,1,1,35,88,0.428571429,22180
812,42.34285714,0.368421053,2,1,0.333333333,40,0.134784076,1,0,1,0,75,25,3.325,21204
813,38,0.333333333,1,1,0,3,0,0,0,1,0,40,21,4.666666667,20817
814,30.95080645,2.818181818,5,2,0.022727273,12,0.220667553,0,1,8,0,105,58,19.41666667,23233
815,23.25,1.6,1,1,0,5,1,0,1,7,1,35,21,10.6,21401
816,30.32333333,7.5,5,2,0.666666667,14,0.252555788,0,1,8,1,35,21,6.785714286,20850
817,29.31666667,0.166666667,2,1,0,13,0,1,1,1,0,105,21,1,21042
818,36,0.043478261,1,1,0,1,0,0,1,2,1,75,53,87,19446
819,48.9,0.769230769,4,3,0,6,0.304703477,0,1,6,0,100,21,10.33333333,20024
820,15.16666667,0.5,1,1,0,1,0,0,1,1,0,35,21,19,22304
821,34.27777778,1.8,3,2,0,7,0.251215559,0,1,7,1,170,21,10.14285714,8043
822,45.125,0.5,1,2,0,5,0,1,0,1,1,35,21,16.4,8648
823,92.625,0.888888889,4,2,0,3,0,0,0,1,0,145,68,39.66666667,20152
824,32.2375,0.285714286,1,1,0,12,0,0,0,1,1,55,21,0.083333333,22311
825,40.64,2.333333333,6,2,0.233333333,13,0.089285714,0,0,1,0,35,21,23.84615385,21122
826,58.97608696,1.769230769,4,3,0.05,14,0.168823031,0,0,3,1,110,88,14,20176
827,29.25,1,1,1,0,4,0,0,1,5,0,100,63,8.25,22315
828,36.75,0.375,1,1,0,11,0,0,0,1,0,35,29,12.90909091,20850
829,40.5,2.666666667,2,2,0,3,0,0,0,1,1,150,76,10.33333333,8037
830,23.375,1.333333333,1,1,0,2,0,0,1,3,0,50,81,7,21048
831,45,0.125,2,1,0,5,0.340740741,0,0,1,1,35,64,8.6,21210
832,22.23529412,1.888888889,2,2,0.083333333,4,0.298941799,1,1,1,1,105,46,49.25,23233
833,17.871875,4,3,1,0.111111111,2,0.174680888,1,0,4,0,35,21,28,21144
834,65.176,1.041666667,3,1,0.12,38,0,0,0,5,1,100,28,7.131578947,22192
835,40.57142857,0.777777778,1,1,0,2,0.193661972,0,0,5,1,130,48,32.5,20874
836,22.66944444,2.842105263,6,3,0.333333333,40,0.428746477,1,1,1,0,35,21,2.825,18940
837,18.8625,0.148148148,1,1,0.333333333,40,0,0,1,1,1,170,21,1.925,21210
838,44,0.125,1,1,0,1,0,0,0,1,0,115,21,38,20872
839,31.07692308,1.083333333,1,1,0.142857143,22,0.819306931,1,1,5,1,50,62,4.181818182,18940
840,37.83333333,0.230769231,2,2,0,2,0,0,0,4,1,85,21,20.5,22401
841,17.77272727,0.647058824,1,1,0,18,0.882352941,0,1,1,1,105,21,4,20148
842,12.375,0.222222222,1,1,0,19,0,0,1,1,1,45,21,2.315789474,20151
843,25,0.25,1,1,0,5,0,1,1,4,1,95,21,3.6,8527
844,22.03333333,0.714285714,1,1,0,9,0.143721634,0,1,1,0,75,25,8.111111111,21136
845,50.66666667,0.75,3,1,0,9,0.162828947,1,0,1,1,35,21,9.555555556,21044
846,29.96666667,0.714285714,2,1,0,7,0,0,1,4,0,40,56,13.28571429,21208
847,7.239130435,5.75,2,1,0,4,1.069069069,0,1,3,0,35,21,13,8016
848,16.75,0.615384615,1,1,0,6,0.194029851,1,1,1,0,35,59,5.833333333,21117
849,17.73333333,1.428571429,5,3,0.210526316,40,0.246240602,1,1,5,0,40,21,5.375,21014
850,19.66666667,0.142857143,1,1,0,11,1,0,1,7,1,35,66,2.727272727,8003
851,49.66666667,0.166666667,2,1,0,2,0,0,0,3,1,130,49,16.5,8757
852,14.75,0.571428571,1,1,0,7,0.5,0,1,1,0,35,21,6.428571429,8406
853,20.41556886,6.423076923,3,2,0.076086957,40,0.449345926,1,0,4,0,35,80,14.425,23113
854,31.95892857,0.903225807,4,2,0.25,40,0.026820138,1,1,1,1,130,60,5.775,22308
855,25.4,0.294117647,1,1,0.5,40,1.078740158,1,0,1,0,100,79,1.35,21234
856,19.91666667,0.25,3,1,0,3,0,0,1,2,0,35,21,31.33333333,20815
857,17.42307692,1.857142857,3,1,0,4,0,1,1,1,1,35,21,15.75,8221
858,22,0.1,1,1,0,7,0,1,1,7,1,90,65,2.714285714,20815
859,39.156,1,4,2,0.090909091,14,0,0,0,1,1,35,42,10.28571429,22003
860,20.38,0.208333333,1,3,0,6,0.353287537,1,1,3,1,35,72,24.83333333,20817
861,11.8,0.227272727,2,1,0.5,40,0.423728814,1,0,1,1,160,50,4.25,8055
862,69,0.2,1,1,0,5,0,0,0,1,1,90,21,5.2,8053
863,22.53269231,1.733333333,3,1,0.2,21,0,0,1,1,0,90,59,7.333333333,20007
864,46.16666667,0.142857143,2,1,0,4,0,0,0,1,1,35,21,11.75,22310
865,35.33333333,1.5,2,2,0,4,0,1,1,6,0,140,60,8.75,18901
866,33.375,0.210526316,1,1,0,6,0,0,1,2,1,115,84,19.66666667,21234
867,20.5,2,1,1,0,2,0,0,1,1,0,65,21,2,8721
868,35.12587413,7.15,6,3,0.152671756,39,0.044594864,1,1,2,0,95,21,14.02564103,22030
869,279,0.142857143,1,1,0,4,0,1,0,1,0,35,21,6.75,20895
870,22.66666667,0.166666667,1,1,0,11,0.5,0,1,1,1,50,21,1.363636364,22206
871,49.27435897,1.95,4,2,0.181818182,38,0.185252641,1,1,4,1,40,58,6.5,21075
872,44.54545455,1.1,1,3,0,3,0,0,0,3,1,35,49,16.66666667,23229
873,24.23625,1.6,3,2,0.285714286,11,0.304296251,0,1,5,0,70,86,2.636363636,20707
874,39,0.25,2,1,0,3,0,1,1,1,1,95,21,9,22630
875,27.80178571,3.111111111,2,1,0.105263158,25,0.280685979,1,0,1,1,35,28,14.64,23113
876,50.5,2,1,2,0,2,0.244224422,0,0,3,0,50,21,16,18966
877,24,2,1,1,0,1,0,1,1,1,0,110,36,5,21146
878,24.95,1,1,1,0,1,0,1,1,1,0,35,45,6,21144
879,53.4,0.714285714,1,2,0,4,0,0,0,1,1,150,62,8.5,21228
880,22.53552632,1.9,4,2,0.217391304,14,0.403398143,0,1,1,1,35,21,22.35714286,22152
881,19.34285714,1.555555556,3,1,0.181818182,12,0.144017725,0,1,8,0,75,77,1,22315
882,25.16666667,0.272727273,1,1,0,2,0,0,1,5,1,35,80,44.5,21234
883,92.33333333,0.6,2,1,0,2,0,0,0,1,1,160,39,13.5,23229
884,54.25,0.285714286,1,2,0,2,0,0,0,1,0,35,44,22,8096
885,24.88076923,0.8125,2,2,0.3,40,0.299891792,1,0,1,0,70,71,4.4,20770
886,32.14285714,1.4,3,1,0,5,0,0,1,2,1,150,21,6.8,22911
887,20.99230769,0.52,2,2,0.181818182,32,0,1,1,3,0,125,72,4.21875,21114
888,139,0.066666667,1,1,0,11,0,1,0,5,0,35,22,1.363636364,19136
889,49.5,0.05,1,1,0,17,0,1,0,1,0,155,45,2.823529412,20910
890,38.55384615,2.166666667,4,2,0.153846154,16,0,0,0,3,0,35,23,3.5625,20187
891,34.80810811,1.608695652,4,2,0,6,0.100939514,1,1,1,0,35,49,46.5,22901
892,51.33333333,1.5,1,1,0,2,0.422077922,1,0,4,1,35,48,8.5,19010
893,33.35185185,2.7,4,2,0,1,0,1,0,6,1,35,66,165,8085
894,51.3,0.3125,3,2,0.2,21,0,0,0,3,1,35,44,6.19047619,8691
895,18.89473684,2.375,2,1,0,5,0.525069638,1,1,1,0,130,57,20,21209
896,24.08461539,3.058823529,3,2,0.25,21,0.630748962,1,0,1,0,115,28,4.761904762,22151
897,39,1,1,1,0,1,0,0,0,4,0,85,25,2,23233
898,31.01086957,0.793103448,5,2,0,27,0.271293375,0,1,4,0,140,55,13.37037037,20895
899,29.5,1,2,1,0,2,0,0,0,8,1,110,22,2,20782
900,65,1,1,1,0,5,0,1,0,1,0,35,42,6.8,20854
901,39.9,2.25,3,3,0.162790698,30,0.17541539,1,1,3,0,110,28,8.466666667,22041
902,21.76111111,0.428571429,2,2,0.125,11,0,0,1,4,1,35,21,2.909090909,22312
903,24.91444444,4.736842105,5,2,0.0625,24,0.369932658,1,0,1,1,95,26,9.458333333,22302
904,23.90945946,1.608695652,4,2,0.441176471,40,0,1,1,1,1,175,32,7.75,19067
905,54.1,0.5,2,1,0,9,0.103512015,0,0,3,1,105,21,7.222222222,20170
906,14.66666667,0.2,1,1,0,12,0,0,1,1,1,115,21,2,8226
907,33.9,0.384615385,1,1,0,12,0,0,1,1,0,35,21,1,8091
908,19.88974359,1.695652174,4,2,0.25,29,0.085019982,1,1,1,0,70,78,12.03448276,22308
909,24,0.2,1,1,0,5,0,0,1,1,0,35,21,2.4,8360
910,10.5,0.6,2,1,0,8,0.603174603,0,1,8,1,35,68,3.75,22031
911,93.14375,1.263157895,4,2,0,17,0.185197611,0,0,3,1,105,56,20.58823529,20817
912,23.83333333,0.6,2,2,0,3,0,0,1,1,0,55,21,14,21212
913,29.5,0.055555556,1,1,0,17,0,0,1,3,0,90,62,1.705882353,22191
914,22.75,1,1,3,0.133333333,10,0,0,1,1,1,45,77,13.8,21701
915,85.6,0.138888889,1,1,0,4,1,1,1,1,0,85,50,19.75,21157
916,42.75,0.111111111,1,1,0,7,0,0,0,1,1,70,21,4.428571429,8225
917,33.915625,2.133333333,4,2,0.24137931,32,0.031788446,1,0,3,0,35,43,6.84375,21784
918,59,0.5,1,1,0,3,0,1,1,1,0,35,25,1.333333333,20136
919,30.1875,1.272727273,2,3,0.111111111,14,0.735285419,1,1,5,0,35,86,10.71428571,19038
920,16.7,2.5,1,2,0,2,0,0,1,5,1,90,74,5.5,21784
921,32.52777778,0.75,3,3,0,11,0.204099061,0,1,1,0,40,66,8.363636364,20180
922,27,0.166666667,1,1,0,4,0,0,1,1,0,35,26,5,22027
923,69,0.142857143,1,1,0,3,0,0,0,1,0,95,37,6.666666667,8731
924,22.09404762,4.666666667,3,3,0.047619048,4,0.534457676,0,1,1,1,85,21,29.5,20852
925,49.51632653,1.884615385,5,2,0.428571429,40,0.146849112,1,0,1,0,45,44,7.575,21784
926,23.70833333,0.48,2,2,0,18,0.25659051,0,0,1,1,120,51,7.833333333,21401
927,47.015,1.052631579,3,2,0.235294118,40,0,1,0,3,1,155,84,3.275,21401
928,39,0.043478261,1,1,0,6,0,0,1,1,1,35,29,11,19147
929,32.12333333,2,3,2,0.15,21,0.180294698,1,1,1,1,35,55,9.523809524,22101
930,39.95,0.090909091,1,1,1,40,0,1,1,1,1,70,82,0.525,20147
931,32.37586207,1.115384615,5,2,0.153846154,40,0.052188732,1,1,1,0,35,21,5.725,21401
932,40.16666667,0.857142857,2,2,0,3,0,1,0,5,1,65,21,9.666666667,8081
933,36.35147059,4.857142857,4,1,0.1,10,0,0,0,4,1,135,21,18,21060
