Cust_No,avg_order_size,avg_order_freq,crossbuy,multichannel,per_sale,tenure,return_rate,married,own_home,household_size,loyalty_card,income,age,avg_mktg_cnt,zip_code
934,21.3,1.444444444,3,3,0.333333333,17,0.555976887,1,0,5,1,35,21,2.235294118,8094
935,9,0.625,1,1,0,3,0,0,0,3,0,40,44,8.666666667,8035
936,48.19230769,0.565217391,2,1,0,17,0.253790902,0,0,1,1,35,36,4.235294118,20176
937,19.17282609,2.421052632,4,1,0.038461539,15,0.529508476,0,0,1,1,55,60,4.066666667,8648
938,34.85714286,1,2,1,0.090909091,14,0.05942623,1,1,3,0,35,21,11.85714286,22304
939,70.33333333,0.652173913,4,2,0,12,0.157345972,0,0,4,1,75,49,12.33333333,8873
940,29.5,0.55,3,1,0,20,0,0,0,6,0,35,21,8.2,21771
941,18.225,0.2,2,1,1,23,0,1,0,1,1,160,21,4.260869565,21114
942,34.16666667,0.285714286,3,2,0,19,0.429268293,1,0,4,1,35,76,1.473684211,22193
943,29,0.625,2,2,0,6,0,0,1,1,1,120,29,4.666666667,8234
944,19.75,0.181818182,1,1,0,3,0,0,1,1,0,35,48,10.33333333,22630
945,38.22241379,2.071428571,4,1,0.04,13,0.073075015,0,0,1,1,35,98,17,19083
946,32.0484375,7.384615385,5,2,0.125,19,0.158272797,1,1,1,1,35,21,9.578947368,20814
947,31.56,0.714285714,3,2,0.6,26,0,1,0,1,0,45,21,1.269230769,8010
948,27.21818182,6.875,5,2,0,9,0.442818971,1,0,1,1,175,34,22.33333333,23233
949,34.92241379,3.222222222,4,2,0.217391304,23,0.099679092,1,0,4,1,65,32,7.652173913,8210
950,51.33333333,0.1875,3,1,0,10,0,0,0,1,1,35,21,5.6,21014
951,23.815,0.869565217,5,1,0.277777778,40,0.055637203,0,1,2,1,70,68,4.35,8033
952,24.65,0.125,1,2,0.5,22,0.392156863,1,1,1,0,35,94,4.636363636,21403
953,33.045,1.538461539,4,2,0.055555556,17,0,0,1,1,1,60,21,9.941176471,8053
954,29.23709677,4.96,6,3,0.141304348,40,0.12190379,1,0,5,0,100,34,11,22309
955,29.89592593,1.6875,7,3,0.238095238,27,0.211226601,1,1,6,1,155,80,8.037037037,20723
956,20.28444444,2.142857143,4,2,0.115384615,31,0.730718668,1,1,1,1,175,21,7.967741935,8034
957,37.07151899,2.548387097,5,2,0.245901639,21,0.170334454,0,1,2,0,35,88,16.71428571,22205
958,36.66666667,0.333333333,1,1,0,10,0,0,0,1,1,40,21,4.7,8046
959,24.33333333,0.3,1,1,0,15,0,0,1,1,0,35,21,3.733333333,20855
960,36,0.052631579,1,1,0,8,0,1,1,3,1,85,62,5.5,22407
961,28.10384615,3.25,2,2,0.272727273,10,0.120432462,0,1,3,1,125,21,2.7,22042
962,35.38095238,1.826086957,3,1,0,22,0.153432032,1,0,2,0,145,53,9.227272727,22901
963,32.39880952,4.666666667,4,2,0.1875,4,0.22340621,0,0,2,0,35,21,57.5,18901
964,21.56694915,2.36,3,2,0.028571429,7,0.436127156,1,1,3,0,40,21,42.57142857,20148
965,45,0.111111111,1,1,0,5,0,1,0,3,0,35,51,3.4,20141
966,21.56428571,1.166666667,2,1,0,6,0.3908579,0,1,2,0,35,21,3.166666667,22015
967,43.25,0.4,3,1,0,5,0.458574181,0,0,1,0,125,38,28,20878
968,49.66666667,1.5,1,1,0,3,1,0,0,3,1,75,21,4.666666667,20120
969,28.54191177,3.090909091,5,3,0.283018868,17,0.066208105,1,1,1,0,35,41,18.47058824,21228
970,31.63947368,3.8,5,1,0.135135135,13,0.33433142,0,1,4,0,75,22,24.69230769,8527
971,155,0.055555556,1,1,0,11,0,0,0,1,1,35,51,13.45454545,20854
972,75,0.25,1,1,0,3,0,0,1,3,1,100,21,6.333333333,21702
973,14.66666667,0.272727273,1,1,0,3,0,0,1,7,1,35,21,7,20165
974,28.33333333,0.214285714,1,2,0,4,0,0,1,1,1,35,21,6,8534
975,31.16666667,0.142857143,2,1,0,14,0.470588235,0,1,2,1,35,67,5.357142857,20874
976,58,0.166666667,1,1,0,4,0,0,0,1,0,50,21,13,22033
977,27.33333333,0.230769231,2,2,0,6,0,1,1,8,0,110,62,4.666666667,21236
978,27.121875,0.941176471,4,2,0.083333333,16,0.20278834,1,1,3,0,45,21,11.9375,8037
979,39,0.25,2,1,0,6,0,0,0,5,0,50,71,5,20171
980,32.88,4.583333333,3,1,0.048780488,14,0.174435966,1,1,6,0,35,55,15.42857143,22204
981,37.5275,2.666666667,6,2,0.088235294,16,0.104889748,0,0,2,1,35,21,24.0625,8755
982,27.45178571,2,5,3,0.1,9,0.152214922,0,1,5,1,35,46,18.11111111,20136
983,17.67857143,1.555555556,4,1,0.133333333,23,0.438383838,1,1,2,0,80,87,9.434782609,8048
984,31.31666667,1,3,2,0.222222222,25,0,1,1,1,0,170,73,1.84,21012
985,18,0.117647059,1,1,0,2,0,1,1,1,1,75,21,15.5,21234
986,18.696875,1.523809524,5,1,0.083333333,27,0.254053151,1,1,1,0,130,21,5.703703704,21093
987,5.571428571,0.875,2,1,0,15,3.820512821,1,1,1,1,145,21,4.933333333,20171
988,41,0.545454546,2,3,0,6,0.032520325,0,1,4,1,35,52,33.83333333,20191
989,19.63145161,3.444444444,4,2,0.114285714,25,0.345479193,1,0,1,1,175,21,6.88,21042
990,36.16666667,0.272727273,2,2,0,3,0.820276498,0,0,1,0,40,56,23.33333333,22554
991,14.35357143,0.777777778,2,2,0.2,28,0,1,1,3,1,50,21,1.25,20901
992,31,0.1875,2,1,0,15,0,0,1,1,1,60,21,4.4,19010
993,69.4375,0.4,2,1,0,3,0,0,0,1,1,35,21,25,22191
994,59,0.333333333,1,1,0,2,0,1,0,1,1,40,21,7,21158
995,29.2375,4,2,1,0.25,3,0,1,1,1,1,170,85,2.666666667,8520
996,31.16666667,0.6,2,1,0,2,0,1,1,1,1,100,26,13.5,8620
997,16.97045455,1.222222222,4,2,0,12,0.262488282,1,1,3,1,55,81,3.083333333,8003
998,42.97,0.217391304,2,2,0.4,35,0,1,0,3,1,100,73,1.085714286,22201
999,28.02857143,1.076923077,2,1,0.166666667,23,0,1,0,1,0,95,67,4.47826087,22305
1000,49,0.2,1,1,0,3,0,0,1,2,1,100,21,9.333333333,21212
1001,30.42307692,2.166666667,3,2,0,4,0,0,1,1,1,170,87,16.75,19149
1002,25.00576923,1.130434783,3,1,0.833333333,40,0.219795432,1,0,1,1,90,34,9.4,21701
1003,28.56521739,2.464285714,4,1,0,13,0.074074074,0,1,1,1,55,21,16.76923077,8742
1004,46.75,2,2,2,0,2,0.315508021,1,0,1,0,35,21,3,22901
1005,26.55773196,3.88,6,2,0.085714286,27,0.139746128,1,1,1,1,40,21,11.37037037,20816
1006,32,0.08,1,1,0,23,0,0,0,4,1,150,21,1.347826087,8330
1007,23.18,2.1875,3,1,0.9375,40,0.817884876,1,0,3,0,55,63,3.4,21035
1008,23.79,1,2,2,0.333333333,36,0.514712064,1,0,1,0,100,71,3.527777778,8075
1009,24.5,0.25,1,1,0,7,0,0,1,6,0,35,58,4,20120
1010,31.875,0.52173913,3,2,0.111111111,27,0,1,0,5,1,35,87,6.222222222,19130
1011,29.31666667,0.230769231,1,1,0.333333333,40,0,1,0,3,1,130,92,1.075,8527
1012,20.7375,0.666666667,1,1,0.25,9,0,0,1,7,1,100,21,3.444444444,23113
1013,30.61111111,0.473684211,1,1,0,7,0,0,1,1,0,35,34,12.28571429,20853
1014,23.83787879,1.736842105,4,1,0.238095238,36,0.388228564,1,0,5,1,100,41,6.055555556,20008
1015,29.16956522,0.958333333,5,3,0.086956522,29,0,1,0,5,1,80,21,6.448275862,22153
1016,20.42857143,7,2,1,0,1,0,0,1,1,0,35,21,2,8003
1017,29,0.058823529,1,1,0,6,0,0,1,5,1,105,51,10.5,8505
1018,38.07142857,0.5,1,2,0.2,34,0,1,1,1,0,135,21,2.323529412,20191
1019,44,0.333333333,1,1,0,1,0,1,1,1,1,105,21,17,22124
1020,19.8,1.7,4,2,0,5,0.308972074,0,1,6,0,35,48,13.8,20852
1021,42.31785714,1.4,5,2,0,11,0,0,0,5,1,35,33,9.545454545,20170
1022,12.95,0.111111111,1,1,0,2,0,1,1,4,1,75,50,20.5,22903
1023,35.5,0.210526316,1,1,0,9,0,0,1,1,1,35,42,15.11111111,22205
1024,53.91666667,0.285714286,1,1,0,12,0.757341577,1,1,1,1,145,63,3.083333333,18901
1025,30.76666667,1.363636364,5,1,0.043478261,14,0.160888407,0,1,4,1,65,47,14.42857143,21210
1026,44,0.5,1,1,0,3,0,0,0,1,0,45,21,4.333333333,22206
1027,57.875,0.4,2,1,0,10,0,0,1,2,1,125,40,7.9,21093
1028,22.24878049,2.928571429,3,2,0.515151515,40,0.215577724,1,1,7,1,35,33,5.4,22031
1029,21.25,0.166666667,2,1,0,8,0,0,1,4,1,110,88,4.5,20015
1030,35.87184211,10,7,2,0.204379562,10,0.18332074,0,0,4,0,110,21,53.1,22310
1031,31.88518519,1.6875,3,3,0.235294118,40,0.260192822,1,0,1,0,120,81,4.55,19111
1032,21.60340909,3.384615385,4,3,0.222222222,26,0.239335122,1,0,1,1,105,21,4.423076923,8075
1033,32.16666667,0.166666667,2,2,0,2,0,0,1,8,1,130,84,21,20165
1034,15,0.166666667,1,1,0,6,0,0,1,3,0,35,72,3.333333333,20016
1035,24.75,0.666666667,2,1,0,2,0,0,1,2,0,60,27,25.5,19135
1036,39.79677419,6.2,5,2,0.043478261,4,0.176704223,0,0,3,0,55,21,24.25,22039
1037,16.58043478,2.090909091,4,3,0.272727273,7,0.298937984,0,1,8,0,35,57,9.571428571,21401
1038,49.66666667,0.166666667,2,1,0.5,13,0.530201342,0,1,2,1,35,55,7.923076923,8080
1039,25.5,0.222222222,1,1,0,3,0.882352941,0,1,1,1,35,21,13.33333333,8043
1040,69,0.142857143,1,1,0,7,0,0,0,5,0,35,21,2.714285714,8648
1041,14.19736842,0.863636364,1,1,0.555555556,40,0.40407785,1,1,1,0,60,21,2.625,22407
1042,27.14285714,2.333333333,1,1,0,3,0.739473684,1,1,1,0,35,21,7.666666667,8081
1043,27.75,0.545454546,2,1,0,10,0,0,1,8,1,45,21,10.7,21035
1044,24.33333333,0.375,1,1,0,4,0,0,1,4,0,170,24,4,20120
1045,14.75,0.5,1,1,0,5,0,0,0,4,1,45,21,6,21030
1046,7.9,1.25,1,1,0,4,1.189873418,0,1,4,1,65,45,2.5,22207
1047,31.33333333,0.375,3,1,0,1,0,1,1,1,1,35,91,20,19446
1048,39.95,0.071428571,1,1,1,40,0,1,1,3,1,45,21,0.3,8610
1049,37.75,0.2,3,1,0,4,0.225165563,1,0,1,1,35,21,16,21228
1050,7.181818182,2.2,1,1,0,3,0.556962025,1,1,8,1,90,47,8,21048
1051,38.34242424,2.357142857,1,1,0.038461539,9,0,1,1,4,0,160,21,28.44444444,8204
1052,58.5,0.4,1,1,0,6,0,0,0,1,1,135,37,6,22309
1053,90.66666667,0.2,1,1,0,2,0,0,1,1,0,35,54,21.5,22207
1054,31.299,2.272727273,6,2,0.130434783,20,0.035144893,1,1,1,0,150,51,7.75,8234
1055,29.5,0.222222222,1,1,0,7,0,0,0,1,1,35,21,5,22032
1056,23.16666667,1.5,2,1,0,4,0,0,1,1,1,35,21,7,21784
1057,49,0.125,1,1,0,4,0,0,0,1,0,35,35,4.75,19020
1058,38.11153846,3.25,3,2,0.111111111,4,0,1,1,1,0,165,21,5.75,20181
1059,25.85555556,3.9375,6,3,0.069767442,27,0.156547363,1,1,2,1,50,30,4.037037037,22043
1060,46.98333333,0.176470588,2,1,0.666666667,40,0,1,1,1,1,85,52,1.05,24060
1061,11.76888889,1.730769231,3,3,0.72,40,0.650490937,1,1,4,1,120,77,4.95,8107
1062,77.145,0.769230769,3,2,0.2,23,0,1,0,3,1,35,21,7.434782609,8053
1063,49.95,0.166666667,1,1,1,33,0,1,0,1,1,170,21,0.606060606,22309
1064,29.9875,0.190476191,1,2,0.5,40,0.41642351,1,1,4,1,35,86,1.9,19046
1065,27,0.2,1,1,0,4,0,0,0,1,0,95,76,12.5,22701
1066,29.16590909,5.176470588,6,2,0.396825397,40,0.250058443,1,0,1,0,35,36,5.5,21042
1067,33.05555556,0.692307692,4,1,0.166666667,9,0.420168067,1,1,8,1,35,57,9.888888889,22630
1068,26.06590909,1.833333333,3,2,0.066666667,14,0.316505362,0,1,1,1,35,63,10.07142857,21093
1069,25.49090909,1.375,2,1,0.222222222,2,0,1,1,7,1,35,21,34.5,21234
1070,9.892857143,0.777777778,3,2,0,19,0.862815885,0,1,1,1,35,21,2.842105263,19446
1071,18.07142857,0.636363636,2,1,0,9,0.23715415,1,1,5,1,35,26,8.333333333,22303
1072,22.66666667,0.142857143,2,2,0,15,0,1,1,8,1,105,96,5.2,22205
1073,49,0.1,1,1,0,10,0,0,1,2,1,100,21,2.6,22315
1074,22.2375,2,2,1,0.5,4,0,0,0,6,1,110,25,3,21401
1075,43.295,1,2,1,0.714285714,40,0.131654926,1,1,1,0,35,66,3.4,21157
1076,26.21477273,2.2,4,2,0.064516129,27,0.241016082,1,0,4,1,165,21,8.777777778,21012
1077,25.079,2.173913044,5,3,0.35483871,30,0.161808685,1,1,1,0,35,21,7.466666667,20879
1078,24.04888889,0.692307692,3,3,0,3,0,0,1,8,1,145,75,18.33333333,8015
1079,24.705,3.4,5,3,0.018867925,19,0.300605974,1,1,1,1,35,59,15.84210526,8048
1080,51.50657895,1.727272727,6,1,0,4,0.044961042,0,1,7,1,35,47,77.5,23229
1081,23.45833333,1.090909091,5,3,0,1,0,0,0,6,1,35,52,142,19006
1082,37.33333333,1,1,2,0,3,0,0,0,2,1,35,21,7.333333333,19154
1083,105.2342105,1.357142857,3,2,0.055555556,13,0.16454525,1,0,3,1,40,28,14.30769231,22066
1084,57.41157895,2.878787879,5,1,0.047058824,8,0,0,1,6,1,35,21,60.125,8204
1085,31,1,1,2,0,2,0,0,1,4,0,110,39,9.5,20852
1086,27.81818182,1.833333333,3,2,0,7,0.258169935,0,1,5,1,35,21,3.857142857,8054
1087,24.2,0.238095238,1,1,0.333333333,40,0.867768595,1,0,1,1,175,27,1.4,21212
1088,22.9375,1.142857143,2,1,0,4,0,0,1,4,1,35,62,10.75,19038
1089,64.5,0.083333333,1,1,0,2,1,0,0,1,1,35,21,43,20015
1090,104.475,0.5,2,2,0.5,9,0,0,1,3,1,35,22,2.666666667,21042
1091,12.42857143,0.583333333,1,2,0,9,0.333333333,1,1,1,0,70,58,2.222222222,21037
1092,27.5,2,1,1,0,1,0,1,1,1,0,35,63,1,20794
1093,26,0.5,2,1,0,2,0.471153846,0,1,1,1,160,21,10,8753
1094,19.61875,0.5,2,2,0.25,37,0.184772221,1,0,2,1,90,46,1.540540541,21158
1095,67.3125,0.64,3,2,0,10,0,0,0,1,0,35,21,17.1,20902
1096,36.06642857,1.4,4,2,0.181818182,22,0.609985543,0,1,5,1,35,21,2.318181818,20866
1097,38.83333333,0.5,1,1,0,2,0,1,0,1,1,35,53,21,19038
1098,13.25,0.363636364,1,1,0,6,0,0,1,3,0,65,67,10,20147
1099,28.75,0.333333333,1,1,0,2,0.434782609,0,1,1,0,140,84,19,21401
1100,19.04545455,0.578947368,3,3,0,8,0.16229117,0,1,1,0,80,36,12.125,21701
1101,35.19565217,0.92,2,1,0.176470588,18,0.09450278,0,1,5,1,35,73,15.44444444,20016
1102,28.65,5.421052632,4,2,0.070422535,7,0.310408513,1,1,8,0,35,82,45,22015
1103,53,0.107142857,1,1,0,6,0,1,0,4,1,115,21,28.16666667,8701
1104,45.50833333,2.727272727,7,3,0.5,20,0.050503571,0,0,5,1,55,61,11.5,23233
1105,17.56666667,1.105263158,3,2,0.65,40,0.051504473,1,1,1,1,175,21,4.075,19067
1106,39.5,0.142857143,1,1,0,2,0,0,0,6,1,145,69,7,8690
1107,23.11875,0.5,1,2,0.25,40,0.95701541,1,1,4,1,35,21,1.25,21403
1108,51.75,0.421052632,2,2,0.5,40,0.717391304,1,0,5,1,35,21,1.425,8081
1109,39.72777778,3.6,3,2,0.347826087,3,0.18039435,1,1,1,1,35,32,58.33333333,22192
1110,19.83421053,0.826086957,1,1,0.266666667,23,0.090221574,1,0,1,0,55,21,7.608695652,19152
1111,26.57352941,1.7,3,2,0.045454546,15,0.268954068,1,0,3,1,135,35,15.33333333,8361
1112,72.66666667,0.428571429,1,1,0,6,0.316513762,1,0,1,1,50,35,6.333333333,19446
1113,34.58333333,0.461538462,2,1,0,10,0,0,1,1,1,45,40,6.3,24060
1114,31.83333333,0.333333333,1,1,0,3,0,1,0,6,1,100,21,18,21093
1115,13.33333333,4.5,1,2,0,3,0.2,1,1,8,1,35,21,5.333333333,20016
1116,34.798,2.083333333,4,2,0.055555556,14,0,1,1,8,1,130,56,18.64285714,19087
1117,43.66666667,0.352941177,2,2,0,1,0,0,1,1,1,85,50,51,20110
1118,29.33333333,1.846153846,4,1,0,4,0.352982955,1,1,7,1,140,38,31,20866
1119,89,0.142857143,1,1,0,4,0,1,0,5,0,75,42,3.75,23185
1120,32.5,0.333333333,3,1,0.142857143,40,0,0,0,1,0,125,62,2.1,8620
1121,39.5,0.083333333,1,1,0,6,0,0,1,6,1,160,29,11.83333333,8318
1122,40.14025974,3.85,4,1,0.017857143,14,0.180519607,0,0,1,0,95,42,22.85714286,19020
1123,15.4375,0.615384615,1,2,0,13,0,0,0,5,1,45,21,2.846153846,21074
1124,25.2,2.083333333,3,2,0,10,0.16031746,1,1,1,0,45,21,15.2,22192
1125,18.2,0.208333333,2,1,0,20,0.5,1,0,6,1,35,72,3.65,20155
1126,22.92179487,1.857142857,4,3,0,11,0.157167627,1,1,5,1,45,30,7,22102
1127,20.75801887,4.076923077,4,1,0.119402985,11,0.312632081,1,1,7,1,55,21,9.272727273,20901
1128,42.63636364,3.666666667,3,2,0,2,0.55010661,1,0,5,1,130,21,10.5,8053
1129,39,0.125,1,1,0,2,0,1,1,2,1,170,21,23,21136
1130,44,1,1,1,0,2,0,1,0,2,0,115,41,2.5,22193
1131,23.2,0.833333333,1,2,0,2,0.318965517,0,0,1,0,60,92,15.5,21117
1132,21.50671642,3.722222222,3,2,0.1,14,0.373711787,0,0,8,1,105,49,12.92857143,19446
1133,43.85714286,0.304347826,2,1,0,9,0,0,1,1,0,145,21,11,21015
1134,38,0.375,1,1,0,6,0,0,0,5,0,90,23,4.333333333,8554
1135,15.184375,0.842105263,3,3,0.25,40,0.4157234,1,0,1,1,170,66,0.775,20008
1136,41.49,0.3125,2,1,0.2,23,0,1,1,2,1,150,62,2.217391304,8619
1137,111.78,0.217391304,3,1,0.5,40,0.107264269,1,1,1,0,90,39,3.75,21234
1138,17.25431035,3.625,2,3,0.181818182,19,0.514064452,0,1,1,0,145,68,14.31578947,20194
1139,29.26046512,5.375,5,2,0.192982456,28,0.211492609,1,1,3,0,110,21,13.35714286,19046
1140,25.54772727,2.588235294,4,2,0.090909091,19,0.149897696,1,1,1,1,35,47,11.05263158,8724
1141,19.42380952,1.909090909,3,2,0.583333333,40,0.28928659,1,1,4,1,125,21,7.175,21113
1142,41.9,0.476190476,1,2,0,4,0,0,0,5,1,125,21,22.5,20171
1143,31.33333333,0.6,1,1,0,1,0,0,0,1,0,150,21,24,21224
1144,25.41666667,3.818181818,4,1,0,6,0.265105386,0,1,6,0,95,79,19.33333333,21136
1145,26.33333333,1,1,2,0,3,0,0,1,1,0,35,21,5,8648
1146,39.66666667,0.428571429,1,1,0,7,1,1,0,1,1,80,46,2.571428571,20816
1147,98,0.125,1,1,0,2,0,1,0,2,1,115,21,17,19053
1148,33.2904,6.944444444,6,2,0.136842105,18,0.070530844,1,1,8,1,85,67,27.44444444,23185
1149,36.1,0.714285714,4,1,0,25,0.048753463,0,1,3,0,70,24,6,21212
1150,40,0.125,1,1,0,8,0,0,0,2,1,160,21,3.875,20723
1151,34.8375,0.470588235,3,2,0,6,0,1,1,4,0,160,45,12.16666667,21234
1152,20.85483871,2.583333333,1,1,0,12,0.62103635,0,0,3,0,155,66,4.916666667,19087
1153,53.66666667,0.25,2,1,0,4,0,1,1,1,0,50,50,21,20176
1154,19.1962963,2.25,4,2,0.176470588,13,0.15338607,1,1,1,0,50,21,8.307692308,21075
1155,39.21428571,0.538461539,2,1,0,8,0.180327869,0,1,4,1,35,78,12.875,8648
1156,24.59,1.666666667,1,2,0.25,7,0.406262708,0,1,6,1,60,63,2.857142857,21228
1157,41.625,0.4,3,1,0,5,0,0,0,5,1,95,21,20.8,8540
1158,22.13125,4.8,4,3,0.2,15,0.671138097,0,1,8,1,95,21,3.533333333,22182
1159,37.66666667,3,2,1,0,2,0,1,0,4,1,35,21,5,20912
1160,18.07142857,0.35,2,1,0.333333333,40,0.387351779,1,0,2,1,35,21,0.9,8034
1161,30.34391892,2.466666667,5,3,0.051724138,29,0.026275357,1,0,4,1,55,21,11.68965517,20854
1162,69,0.083333333,1,1,0,2,0,1,0,3,1,35,65,22.5,8048
1163,23.375,0.421052632,2,1,0.2,29,0,1,1,1,0,60,21,4.206896552,8360
1164,42.9037037,3,5,2,0.102564103,22,0.283516057,1,0,1,1,35,82,17.27272727,20110
1165,31.20294118,1.133333333,3,2,0.1,21,0.055613159,1,0,2,1,100,26,2.476190476,20003
1166,43.08333333,0.272727273,1,1,0,20,0.096518375,0,1,4,1,35,21,3.6,20147
1167,36.66666667,0.5,3,1,0.111111111,6,0,1,0,3,1,35,22,18.5,22207
1168,13.325,0.6,2,2,0.666666667,40,0.874921826,1,1,1,0,90,21,1.5,21157
1169,131.3166667,0.166666667,3,1,0,15,0,0,0,1,1,110,25,5.866666667,22315
1170,27.88461539,1.3,2,1,0,9,0.245517241,0,1,3,0,145,33,11.22222222,20147
1171,39.75740741,1.588235294,2,2,0,1,0.174204667,1,1,1,0,55,21,297,22204
1172,22.6671875,4.266666667,5,2,0.136363636,30,0.09788378,1,0,1,0,65,21,6.966666667,21401
1173,66.8,0.5,2,1,0,8,0,0,1,1,1,35,88,8.125,21014
1174,28.09615385,1.368421053,4,2,0.045454546,19,0.161533196,1,1,1,1,90,21,8.368421053,8757
1175,28.59358974,3.9,6,2,0.173913044,11,0.365870062,0,1,1,1,35,22,19,20910
1176,18.615,6.666666667,2,1,0.285714286,7,0.210717164,0,1,1,1,55,21,6.142857143,18966
1177,40.3475,1.111111111,4,1,0.076923077,18,0.327157817,0,0,1,0,40,52,12.44444444,19027
1178,12.5,2,1,1,0,2,0,1,1,7,0,130,21,3,20853
1179,36,2.272727273,5,2,0,9,0.153888889,0,1,6,1,35,95,25.22222222,8034
1180,15.7356,0.892857143,4,2,0,24,0.228780599,1,1,3,1,130,82,2.375,22152
1181,135,0.111111111,1,1,0,6,0,1,0,1,1,35,23,9.833333333,22407
1182,25,0.076923077,1,1,0,13,0,0,1,8,1,80,81,1.461538462,23233
1183,25.06652174,6.764705882,5,2,0.175824176,13,0.124191282,0,0,1,0,125,92,36.23076923,19083
1184,29.5,1,1,1,0,1,0,0,1,5,1,35,21,13,21122
1185,43.49315069,3.173913044,4,1,0.043478261,18,0.128818898,1,0,4,1,35,58,22,21210
1186,39.84285714,0.388888889,2,2,0.333333333,26,0.179275726,1,0,4,1,175,53,5.846153846,8106
1187,28.3125,0.695652174,2,1,0,24,0.075055188,1,0,2,1,115,35,3.708333333,20181
1188,42.475,0.133333333,1,2,0,6,0,0,0,5,0,35,21,3.833333333,19006
1189,79,0.035714286,1,1,0,16,0,1,1,1,0,145,21,5.5,20015
1190,11.8,0.714285714,1,1,0,8,1,0,1,1,1,130,61,2.125,20111
1191,8.75,1.333333333,1,1,0,1,1,0,1,3,1,35,42,20,20724
1192,23.69761905,1.235294118,4,2,0.0625,6,0.080277303,1,1,1,1,100,21,23.5,20906
1193,48.63970588,2,3,2,0.03125,10,0.035676493,0,1,1,1,35,21,28.5,20850
1194,29.83802817,2.730769231,3,3,0,20,0.013688931,1,0,3,1,135,39,3.5,22102
1195,39,0.1,1,1,0,6,0,1,0,2,0,35,21,14.33333333,8234
1196,20.5,0.347826087,2,1,0,19,0.62195122,1,1,1,1,45,21,3.473684211,21207
1197,38.18846154,0.722222222,5,1,0.1,24,0.138986806,1,0,1,1,60,72,2.708333333,23113
1198,44,0.076923077,1,1,0,12,0,0,1,1,0,35,39,4.333333333,19087
1199,12.24545455,0.611111111,4,2,0.5,40,0.637713437,1,0,5,1,65,83,0.45,8002
1200,27.634,1.923076923,3,3,0.125,28,0.134616776,0,0,1,0,70,21,1.178571429,8055
1201,32.4,0.454545455,5,1,0,15,0,0,1,7,0,165,53,6.733333333,19002
1202,35.09375,0.484848485,2,1,0,3,0.606411398,0,1,1,1,130,21,37.33333333,8060
1203,34.5625,0.695652174,2,2,0,6,0,0,1,8,0,60,50,28.66666667,22202
1204,44,0.5,1,1,0,5,0,1,0,3,0,50,72,3.8,20016
1205,47.59354839,1.631578947,4,1,0.125,28,0,0,0,5,0,95,63,9.535714286,22701
1206,18.88888889,1.285714286,1,2,0,1,0,0,0,1,1,105,50,74,8534
1207,42.5,0.111111111,1,1,0,8,0,0,1,1,1,155,49,12.125,21136
1208,99.95,0.25,1,1,0,2,0,0,0,1,1,35,54,9,21061
1209,37.5,0.076923077,1,1,0,8,0,0,0,7,0,35,57,6.375,21771
1210,10.70714286,0.466666667,2,2,0.333333333,40,0.320213476,1,0,7,1,55,80,0.425,21236
1211,24.28571429,0.875,3,3,0,1,0.347058824,0,1,2,0,150,81,31,22015
1212,19.53571429,0.28,1,1,0,19,0.714808044,0,1,3,1,90,93,3.421052632,20816
1213,19.2,0.3125,2,1,0.5,40,0.848958333,1,0,1,1,105,21,1.275,21113
1214,31.25,2,1,1,0,2,0,0,1,1,1,35,66,2.5,8550
1215,20.85555556,1.875,4,1,0.208333333,40,0.519978689,1,0,7,0,35,85,8.45,8210
1216,22.81111111,0.5,2,1,0.5,29,0.214320507,1,0,1,0,35,37,2.551724138,22301
1217,18,0.666666667,1,1,0,3,0,1,1,8,1,35,35,6.666666667,22030
1218,24.5,0.142857143,1,1,0,6,0,0,1,1,1,70,21,2.333333333,19124
1219,77.49615385,0.722222222,4,3,0.076923077,19,0,0,0,2,1,35,59,6.368421053,20124
1220,40.3,0.217391304,3,2,0,9,0,0,0,4,1,35,21,7.777777778,8755
1221,22.4,0.625,2,1,0,6,0,1,1,1,1,100,21,8.5,21044
1222,34.3125,0.533333333,3,2,0,11,0,0,1,2,1,35,21,9.090909091,21234
1223,16.475,5.5,4,2,0.055555556,1,0.26566423,0,1,1,0,90,79,38,22207
1224,60.39285714,0.538461539,5,1,0.076923077,29,0.081608516,0,1,2,0,35,21,9.827586207,19027
1225,38.46333333,1.25,3,2,0.076923077,12,0,0,1,2,1,105,53,11.25,21117
1226,25.2,0.263157895,2,1,0.333333333,23,0.341269841,1,0,5,1,90,21,2.173913043,20194
1227,29,1,1,1,0,1,0,0,1,1,1,35,57,2,22032
1228,35.45,1.333333333,4,1,0.190476191,40,0.042313117,1,1,3,1,35,67,5.975,19002
1229,24.995,5.555555556,5,2,0.142857143,17,0.041208242,0,1,1,1,35,41,24.88235294,21236
1230,34.28823529,0.80952381,2,1,0.214285714,40,0,1,0,1,1,35,62,3.625,19147
1231,31.3475,2.222222222,5,3,0.083333333,34,0.083977989,1,0,2,1,115,73,9.558823529,22039
1232,26.08333333,1.2,4,3,0.315789474,40,0.07827476,1,0,4,1,175,26,6.025,22306
1233,37.36875,1,2,1,0,1,0.471650778,0,0,1,0,35,21,39,20147
1234,53.245,2.5,1,1,0,4,0.535261527,1,1,3,1,105,21,17,22066
1235,28.21428571,3.5,3,2,0,3,0.248101266,0,1,5,0,175,74,18,8046
1236,10.9,0.52631579,1,1,0,17,0.825688073,1,1,1,1,35,54,0.705882353,19002
